查票时间,演出ID,票档名称,票价,状态,API响应,备注
2026-06-06 13:35:28,295821,880元票,880,售罄,无响应,
2026-06-06 13:35:28,295821,780元票,780,售罄,无响应,
2026-06-06 13:35:28,295821,580元票,580,售罄,无响应,
2026-06-06 13:35:28,295821,480元票,480,售罄,无响应,
2026-06-06 13:35:28,295821,380元票,380,售罄,无响应,
2026-06-06 13:35:28,295821,280元票,280,售罄,无响应,
2026-06-06 13:35:33,295821,880元票,880,售罄,无响应,
2026-06-06 13:35:33,295821,780元票,780,售罄,无响应,
2026-06-06 13:35:33,295821,580元票,580,售罄,无响应,
2026-06-06 13:35:33,295821,480元票,480,售罄,无响应,
2026-06-06 13:35:33,295821,380元票,380,售罄,无响应,
2026-06-06 13:35:33,295821,280元票,280,售罄,无响应,
2026-06-06 13:35:37,295821,880元票,880,售罄,无响应,
2026-06-06 13:35:37,295821,780元票,780,售罄,无响应,
2026-06-06 13:35:37,295821,580元票,580,售罄,无响应,
2026-06-06 13:35:37,295821,480元票,480,售罄,无响应,
2026-06-06 13:35:37,295821,380元票,380,售罄,无响应,
2026-06-06 13:35:37,295821,280元票,280,售罄,无响应,
2026-06-06 13:35:42,295821,880元票,880,售罄,无响应,
2026-06-06 13:35:42,295821,780元票,780,售罄,无响应,
2026-06-06 13:35:42,295821,580元票,580,售罄,无响应,
2026-06-06 13:35:42,295821,480元票,480,售罄,无响应,
2026-06-06 13:35:42,295821,380元票,380,售罄,无响应,
2026-06-06 13:35:42,295821,280元票,280,售罄,无响应,
2026-06-06 13:35:46,295821,880元票,880,售罄,无响应,
2026-06-06 13:35:46,295821,780元票,780,售罄,无响应,
2026-06-06 13:35:46,295821,580元票,580,售罄,无响应,
2026-06-06 13:35:46,295821,480元票,480,售罄,无响应,
2026-06-06 13:35:46,295821,380元票,380,售罄,无响应,
2026-06-06 13:35:46,295821,280元票,280,售罄,无响应,
2026-06-06 13:35:50,295821,880元票,880,售罄,无响应,
2026-06-06 13:35:50,295821,780元票,780,售罄,无响应,
2026-06-06 13:35:50,295821,580元票,580,售罄,无响应,
2026-06-06 13:35:50,295821,480元票,480,售罄,无响应,
2026-06-06 13:35:50,295821,380元票,380,售罄,无响应,
2026-06-06 13:35:50,295821,280元票,280,售罄,无响应,
2026-06-06 13:35:55,295821,880元票,880,售罄,无响应,
2026-06-06 13:35:55,295821,780元票,780,售罄,无响应,
2026-06-06 13:35:55,295821,580元票,580,售罄,无响应,
2026-06-06 13:35:55,295821,480元票,480,售罄,无响应,
2026-06-06 13:35:55,295821,380元票,380,售罄,无响应,
2026-06-06 13:35:55,295821,280元票,280,售罄,无响应,
2026-06-06 13:35:59,295821,880元票,880,售罄,无响应,
2026-06-06 13:35:59,295821,780元票,780,售罄,无响应,
2026-06-06 13:35:59,295821,580元票,580,售罄,无响应,
2026-06-06 13:35:59,295821,480元票,480,售罄,无响应,
2026-06-06 13:35:59,295821,380元票,380,售罄,无响应,
2026-06-06 13:35:59,295821,280元票,280,售罄,无响应,
2026-06-06 13:36:03,295821,880元票,880,售罄,无响应,
2026-06-06 13:36:03,295821,780元票,780,售罄,无响应,
2026-06-06 13:36:03,295821,580元票,580,售罄,无响应,
2026-06-06 13:36:03,295821,480元票,480,售罄,无响应,
2026-06-06 13:36:03,295821,380元票,380,售罄,无响应,
2026-06-06 13:36:03,295821,280元票,280,售罄,无响应,
2026-06-06 13:36:08,295821,880元票,880,售罄,无响应,
2026-06-06 13:36:08,295821,780元票,780,售罄,无响应,
2026-06-06 13:36:08,295821,580元票,580,售罄,无响应,
2026-06-06 13:36:08,295821,480元票,480,售罄,无响应,
2026-06-06 13:36:08,295821,380元票,380,售罄,无响应,
2026-06-06 13:36:08,295821,280元票,280,售罄,无响应,
2026-06-06 13:36:12,295821,880元票,880,售罄,无响应,
2026-06-06 13:36:12,295821,780元票,780,售罄,无响应,
2026-06-06 13:36:12,295821,580元票,580,售罄,无响应,
2026-06-06 13:36:12,295821,480元票,480,售罄,无响应,
2026-06-06 13:36:12,295821,380元票,380,售罄,无响应,
2026-06-06 13:36:12,295821,280元票,280,售罄,无响应,
2026-06-06 13:36:17,295821,880元票,880,售罄,无响应,
2026-06-06 13:36:17,295821,780元票,780,售罄,无响应,
2026-06-06 13:36:17,295821,580元票,580,售罄,无响应,
2026-06-06 13:36:17,295821,480元票,480,售罄,无响应,
2026-06-06 13:36:17,295821,380元票,380,售罄,无响应,
2026-06-06 13:36:17,295821,280元票,280,售罄,无响应,
2026-06-06 13:36:21,295821,880元票,880,售罄,无响应,
2026-06-06 13:36:21,295821,780元票,780,售罄,无响应,
2026-06-06 13:36:21,295821,580元票,580,售罄,无响应,
2026-06-06 13:36:21,295821,480元票,480,售罄,无响应,
2026-06-06 13:36:21,295821,380元票,380,售罄,无响应,
2026-06-06 13:36:21,295821,280元票,280,售罄,无响应,
2026-06-06 13:36:25,295821,880元票,880,售罄,无响应,
2026-06-06 13:36:25,295821,780元票,780,售罄,无响应,
2026-06-06 13:36:25,295821,580元票,580,售罄,无响应,
2026-06-06 13:36:25,295821,480元票,480,售罄,无响应,
2026-06-06 13:36:25,295821,380元票,380,售罄,无响应,
2026-06-06 13:36:25,295821,280元票,280,售罄,无响应,
2026-06-06 13:36:30,295821,880元票,880,售罄,无响应,
2026-06-06 13:36:30,295821,780元票,780,售罄,无响应,
2026-06-06 13:36:30,295821,580元票,580,售罄,无响应,
2026-06-06 13:36:30,295821,480元票,480,售罄,无响应,
2026-06-06 13:36:30,295821,380元票,380,售罄,无响应,
2026-06-06 13:36:30,295821,280元票,280,售罄,无响应,
2026-06-06 13:36:34,295821,880元票,880,售罄,无响应,
2026-06-06 13:36:34,295821,780元票,780,售罄,无响应,
2026-06-06 13:36:34,295821,580元票,580,售罄,无响应,
2026-06-06 13:36:34,295821,480元票,480,售罄,无响应,
2026-06-06 13:36:34,295821,380元票,380,售罄,无响应,
2026-06-06 13:36:34,295821,280元票,280,售罄,无响应,
2026-06-06 13:36:38,295821,880元票,880,售罄,无响应,
2026-06-06 13:36:38,295821,780元票,780,售罄,无响应,
2026-06-06 13:36:38,295821,580元票,580,售罄,无响应,
2026-06-06 13:36:38,295821,480元票,480,售罄,无响应,
2026-06-06 13:36:38,295821,380元票,380,售罄,无响应,
2026-06-06 13:36:38,295821,280元票,280,售罄,无响应,
2026-06-06 13:36:43,295821,880元票,880,售罄,无响应,
2026-06-06 13:36:43,295821,780元票,780,售罄,无响应,
2026-06-06 13:36:43,295821,580元票,580,售罄,无响应,
2026-06-06 13:36:43,295821,480元票,480,售罄,无响应,
2026-06-06 13:36:43,295821,380元票,380,售罄,无响应,
2026-06-06 13:36:43,295821,280元票,280,售罄,无响应,
2026-06-06 13:36:47,295821,880元票,880,售罄,无响应,
2026-06-06 13:36:47,295821,780元票,780,售罄,无响应,
2026-06-06 13:36:47,295821,580元票,580,售罄,无响应,
2026-06-06 13:36:47,295821,480元票,480,售罄,无响应,
2026-06-06 13:36:47,295821,380元票,380,售罄,无响应,
2026-06-06 13:36:47,295821,280元票,280,售罄,无响应,
2026-06-06 13:36:52,295821,880元票,880,售罄,无响应,
2026-06-06 13:36:52,295821,780元票,780,售罄,无响应,
2026-06-06 13:36:52,295821,580元票,580,售罄,无响应,
2026-06-06 13:36:52,295821,480元票,480,售罄,无响应,
2026-06-06 13:36:52,295821,380元票,380,售罄,无响应,
2026-06-06 13:36:52,295821,280元票,280,售罄,无响应,
2026-06-06 13:36:56,295821,880元票,880,售罄,无响应,
2026-06-06 13:36:56,295821,780元票,780,售罄,无响应,
2026-06-06 13:36:56,295821,580元票,580,售罄,无响应,
2026-06-06 13:36:56,295821,480元票,480,售罄,无响应,
2026-06-06 13:36:56,295821,380元票,380,售罄,无响应,
2026-06-06 13:36:56,295821,280元票,280,售罄,无响应,
2026-06-06 13:37:00,295821,880元票,880,售罄,无响应,
2026-06-06 13:37:00,295821,780元票,780,售罄,无响应,
2026-06-06 13:37:00,295821,580元票,580,售罄,无响应,
2026-06-06 13:37:00,295821,480元票,480,售罄,无响应,
2026-06-06 13:37:00,295821,380元票,380,售罄,无响应,
2026-06-06 13:37:00,295821,280元票,280,售罄,无响应,
2026-06-06 13:37:05,295821,880元票,880,售罄,无响应,
2026-06-06 13:37:05,295821,780元票,780,售罄,无响应,
2026-06-06 13:37:05,295821,580元票,580,售罄,无响应,
2026-06-06 13:37:05,295821,480元票,480,售罄,无响应,
2026-06-06 13:37:05,295821,380元票,380,售罄,无响应,
2026-06-06 13:37:05,295821,280元票,280,售罄,无响应,
2026-06-06 13:37:09,295821,880元票,880,售罄,无响应,
2026-06-06 13:37:09,295821,780元票,780,售罄,无响应,
2026-06-06 13:37:09,295821,580元票,580,售罄,无响应,
2026-06-06 13:37:09,295821,480元票,480,售罄,无响应,
2026-06-06 13:37:09,295821,380元票,380,售罄,无响应,
2026-06-06 13:37:09,295821,280元票,280,售罄,无响应,
2026-06-06 13:37:13,295821,880元票,880,售罄,无响应,
2026-06-06 13:37:13,295821,780元票,780,售罄,无响应,
2026-06-06 13:37:13,295821,580元票,580,售罄,无响应,
2026-06-06 13:37:13,295821,480元票,480,售罄,无响应,
2026-06-06 13:37:13,295821,380元票,380,售罄,无响应,
2026-06-06 13:37:13,295821,280元票,280,售罄,无响应,
2026-06-06 13:37:18,295821,880元票,880,售罄,无响应,
2026-06-06 13:37:18,295821,780元票,780,售罄,无响应,
2026-06-06 13:37:18,295821,580元票,580,售罄,无响应,
2026-06-06 13:37:18,295821,480元票,480,售罄,无响应,
2026-06-06 13:37:18,295821,380元票,380,售罄,无响应,
2026-06-06 13:37:18,295821,280元票,280,售罄,无响应,
2026-06-06 13:37:22,295821,880元票,880,售罄,无响应,
2026-06-06 13:37:22,295821,780元票,780,售罄,无响应,
2026-06-06 13:37:22,295821,580元票,580,售罄,无响应,
2026-06-06 13:37:22,295821,480元票,480,售罄,无响应,
2026-06-06 13:37:22,295821,380元票,380,售罄,无响应,
2026-06-06 13:37:22,295821,280元票,280,售罄,无响应,
2026-06-06 13:37:26,295821,880元票,880,售罄,无响应,
2026-06-06 13:37:26,295821,780元票,780,售罄,无响应,
2026-06-06 13:37:26,295821,580元票,580,售罄,无响应,
2026-06-06 13:37:26,295821,480元票,480,售罄,无响应,
2026-06-06 13:37:26,295821,380元票,380,售罄,无响应,
2026-06-06 13:37:26,295821,280元票,280,售罄,无响应,
2026-06-06 13:37:31,295821,880元票,880,售罄,无响应,
2026-06-06 13:37:31,295821,780元票,780,售罄,无响应,
2026-06-06 13:37:31,295821,580元票,580,售罄,无响应,
2026-06-06 13:37:31,295821,480元票,480,售罄,无响应,
2026-06-06 13:37:31,295821,380元票,380,售罄,无响应,
2026-06-06 13:37:31,295821,280元票,280,售罄,无响应,
2026-06-06 13:37:35,295821,880元票,880,售罄,无响应,
2026-06-06 13:37:35,295821,780元票,780,售罄,无响应,
2026-06-06 13:37:35,295821,580元票,580,售罄,无响应,
2026-06-06 13:37:35,295821,480元票,480,售罄,无响应,
2026-06-06 13:37:35,295821,380元票,380,售罄,无响应,
2026-06-06 13:37:35,295821,280元票,280,售罄,无响应,
2026-06-06 13:37:40,295821,880元票,880,售罄,无响应,
2026-06-06 13:37:40,295821,780元票,780,售罄,无响应,
2026-06-06 13:37:40,295821,580元票,580,售罄,无响应,
2026-06-06 13:37:40,295821,480元票,480,售罄,无响应,
2026-06-06 13:37:40,295821,380元票,380,售罄,无响应,
2026-06-06 13:37:40,295821,280元票,280,售罄,无响应,
2026-06-06 13:37:44,295821,880元票,880,售罄,无响应,
2026-06-06 13:37:44,295821,780元票,780,售罄,无响应,
2026-06-06 13:37:44,295821,580元票,580,售罄,无响应,
2026-06-06 13:37:44,295821,480元票,480,售罄,无响应,
2026-06-06 13:37:44,295821,380元票,380,售罄,无响应,
2026-06-06 13:37:44,295821,280元票,280,售罄,无响应,
2026-06-06 13:37:48,295821,880元票,880,售罄,无响应,
2026-06-06 13:37:48,295821,780元票,780,售罄,无响应,
2026-06-06 13:37:48,295821,580元票,580,售罄,无响应,
2026-06-06 13:37:48,295821,480元票,480,售罄,无响应,
2026-06-06 13:37:48,295821,380元票,380,售罄,无响应,
2026-06-06 13:37:48,295821,280元票,280,售罄,无响应,
2026-06-06 13:37:53,295821,880元票,880,售罄,无响应,
2026-06-06 13:37:53,295821,780元票,780,售罄,无响应,
2026-06-06 13:37:53,295821,580元票,580,售罄,无响应,
2026-06-06 13:37:53,295821,480元票,480,售罄,无响应,
2026-06-06 13:37:53,295821,380元票,380,售罄,无响应,
2026-06-06 13:37:53,295821,280元票,280,售罄,无响应,
2026-06-06 13:37:57,295821,880元票,880,售罄,无响应,
2026-06-06 13:37:57,295821,780元票,780,售罄,无响应,
2026-06-06 13:37:57,295821,580元票,580,售罄,无响应,
2026-06-06 13:37:57,295821,480元票,480,售罄,无响应,
2026-06-06 13:37:57,295821,380元票,380,售罄,无响应,
2026-06-06 13:37:57,295821,280元票,280,售罄,无响应,
2026-06-06 13:38:01,295821,880元票,880,售罄,无响应,
2026-06-06 13:38:01,295821,780元票,780,售罄,无响应,
2026-06-06 13:38:01,295821,580元票,580,售罄,无响应,
2026-06-06 13:38:01,295821,480元票,480,售罄,无响应,
2026-06-06 13:38:01,295821,380元票,380,售罄,无响应,
2026-06-06 13:38:01,295821,280元票,280,售罄,无响应,
2026-06-06 13:38:06,295821,880元票,880,售罄,无响应,
2026-06-06 13:38:06,295821,780元票,780,售罄,无响应,
2026-06-06 13:38:06,295821,580元票,580,售罄,无响应,
2026-06-06 13:38:06,295821,480元票,480,售罄,无响应,
2026-06-06 13:38:06,295821,380元票,380,售罄,无响应,
2026-06-06 13:38:06,295821,280元票,280,售罄,无响应,
2026-06-06 13:38:10,295821,880元票,880,售罄,无响应,
2026-06-06 13:38:10,295821,780元票,780,售罄,无响应,
2026-06-06 13:38:10,295821,580元票,580,售罄,无响应,
2026-06-06 13:38:10,295821,480元票,480,售罄,无响应,
2026-06-06 13:38:10,295821,380元票,380,售罄,无响应,
2026-06-06 13:38:10,295821,280元票,280,售罄,无响应,
2026-06-06 13:38:15,295821,880元票,880,售罄,无响应,
2026-06-06 13:38:15,295821,780元票,780,售罄,无响应,
2026-06-06 13:38:15,295821,580元票,580,售罄,无响应,
2026-06-06 13:38:15,295821,480元票,480,售罄,无响应,
2026-06-06 13:38:15,295821,380元票,380,售罄,无响应,
2026-06-06 13:38:15,295821,280元票,280,售罄,无响应,
2026-06-06 13:38:19,295821,880元票,880,售罄,无响应,
2026-06-06 13:38:19,295821,780元票,780,售罄,无响应,
2026-06-06 13:38:19,295821,580元票,580,售罄,无响应,
2026-06-06 13:38:19,295821,480元票,480,售罄,无响应,
2026-06-06 13:38:19,295821,380元票,380,售罄,无响应,
2026-06-06 13:38:19,295821,280元票,280,售罄,无响应,
2026-06-06 13:38:23,295821,880元票,880,售罄,无响应,
2026-06-06 13:38:23,295821,780元票,780,售罄,无响应,
2026-06-06 13:38:23,295821,580元票,580,售罄,无响应,
2026-06-06 13:38:23,295821,480元票,480,售罄,无响应,
2026-06-06 13:38:23,295821,380元票,380,售罄,无响应,
2026-06-06 13:38:23,295821,280元票,280,售罄,无响应,
2026-06-06 13:38:28,295821,880元票,880,售罄,无响应,
2026-06-06 13:38:28,295821,780元票,780,售罄,无响应,
2026-06-06 13:38:28,295821,580元票,580,售罄,无响应,
2026-06-06 13:38:28,295821,480元票,480,售罄,无响应,
2026-06-06 13:38:28,295821,380元票,380,售罄,无响应,
2026-06-06 13:38:28,295821,280元票,280,售罄,无响应,
2026-06-06 13:38:32,295821,880元票,880,售罄,无响应,
2026-06-06 13:38:32,295821,780元票,780,售罄,无响应,
2026-06-06 13:38:32,295821,580元票,580,售罄,无响应,
2026-06-06 13:38:32,295821,480元票,480,售罄,无响应,
2026-06-06 13:38:32,295821,380元票,380,售罄,无响应,
2026-06-06 13:38:32,295821,280元票,280,售罄,无响应,
2026-06-06 13:38:37,295821,880元票,880,售罄,无响应,
2026-06-06 13:38:37,295821,780元票,780,售罄,无响应,
2026-06-06 13:38:37,295821,580元票,580,售罄,无响应,
2026-06-06 13:38:37,295821,480元票,480,售罄,无响应,
2026-06-06 13:38:37,295821,380元票,380,售罄,无响应,
2026-06-06 13:38:37,295821,280元票,280,售罄,无响应,
2026-06-06 13:38:41,295821,880元票,880,售罄,无响应,
2026-06-06 13:38:41,295821,780元票,780,售罄,无响应,
2026-06-06 13:38:41,295821,580元票,580,售罄,无响应,
2026-06-06 13:38:41,295821,480元票,480,售罄,无响应,
2026-06-06 13:38:41,295821,380元票,380,售罄,无响应,
2026-06-06 13:38:41,295821,280元票,280,售罄,无响应,
2026-06-06 13:38:45,295821,880元票,880,售罄,无响应,
2026-06-06 13:38:45,295821,780元票,780,售罄,无响应,
2026-06-06 13:38:45,295821,580元票,580,售罄,无响应,
2026-06-06 13:38:45,295821,480元票,480,售罄,无响应,
2026-06-06 13:38:45,295821,380元票,380,售罄,无响应,
2026-06-06 13:38:45,295821,280元票,280,售罄,无响应,
2026-06-06 13:38:50,295821,880元票,880,售罄,无响应,
2026-06-06 13:38:50,295821,780元票,780,售罄,无响应,
2026-06-06 13:38:50,295821,580元票,580,售罄,无响应,
2026-06-06 13:38:50,295821,480元票,480,售罄,无响应,
2026-06-06 13:38:50,295821,380元票,380,售罄,无响应,
2026-06-06 13:38:50,295821,280元票,280,售罄,无响应,
2026-06-06 13:38:54,295821,880元票,880,售罄,无响应,
2026-06-06 13:38:54,295821,780元票,780,售罄,无响应,
2026-06-06 13:38:54,295821,580元票,580,售罄,无响应,
2026-06-06 13:38:54,295821,480元票,480,售罄,无响应,
2026-06-06 13:38:54,295821,380元票,380,售罄,无响应,
2026-06-06 13:38:54,295821,280元票,280,售罄,无响应,
2026-06-06 13:38:59,295821,880元票,880,售罄,无响应,
2026-06-06 13:38:59,295821,780元票,780,售罄,无响应,
2026-06-06 13:38:59,295821,580元票,580,售罄,无响应,
2026-06-06 13:38:59,295821,480元票,480,售罄,无响应,
2026-06-06 13:38:59,295821,380元票,380,售罄,无响应,
2026-06-06 13:38:59,295821,280元票,280,售罄,无响应,
2026-06-06 13:39:03,295821,880元票,880,售罄,无响应,
2026-06-06 13:39:03,295821,780元票,780,售罄,无响应,
2026-06-06 13:39:03,295821,580元票,580,售罄,无响应,
2026-06-06 13:39:03,295821,480元票,480,售罄,无响应,
2026-06-06 13:39:03,295821,380元票,380,售罄,无响应,
2026-06-06 13:39:03,295821,280元票,280,售罄,无响应,
2026-06-06 13:39:07,295821,880元票,880,售罄,无响应,
2026-06-06 13:39:07,295821,780元票,780,售罄,无响应,
2026-06-06 13:39:07,295821,580元票,580,售罄,无响应,
2026-06-06 13:39:07,295821,480元票,480,售罄,无响应,
2026-06-06 13:39:07,295821,380元票,380,售罄,无响应,
2026-06-06 13:39:07,295821,280元票,280,售罄,无响应,
2026-06-06 13:39:12,295821,880元票,880,售罄,无响应,
2026-06-06 13:39:12,295821,780元票,780,售罄,无响应,
2026-06-06 13:39:12,295821,580元票,580,售罄,无响应,
2026-06-06 13:39:12,295821,480元票,480,售罄,无响应,
2026-06-06 13:39:12,295821,380元票,380,售罄,无响应,
2026-06-06 13:39:12,295821,280元票,280,售罄,无响应,
2026-06-06 13:39:16,295821,880元票,880,售罄,无响应,
2026-06-06 13:39:16,295821,780元票,780,售罄,无响应,
2026-06-06 13:39:16,295821,580元票,580,售罄,无响应,
2026-06-06 13:39:16,295821,480元票,480,售罄,无响应,
2026-06-06 13:39:16,295821,380元票,380,售罄,无响应,
2026-06-06 13:39:16,295821,280元票,280,售罄,无响应,
2026-06-06 13:39:21,295821,880元票,880,售罄,无响应,
2026-06-06 13:39:21,295821,780元票,780,售罄,无响应,
2026-06-06 13:39:21,295821,580元票,580,售罄,无响应,
2026-06-06 13:39:21,295821,480元票,480,售罄,无响应,
2026-06-06 13:39:21,295821,380元票,380,售罄,无响应,
2026-06-06 13:39:21,295821,280元票,280,售罄,无响应,
2026-06-06 13:39:25,295821,880元票,880,售罄,无响应,
2026-06-06 13:39:25,295821,780元票,780,售罄,无响应,
2026-06-06 13:39:25,295821,580元票,580,售罄,无响应,
2026-06-06 13:39:25,295821,480元票,480,售罄,无响应,
2026-06-06 13:39:25,295821,380元票,380,售罄,无响应,
2026-06-06 13:39:25,295821,280元票,280,售罄,无响应,
2026-06-06 13:39:29,295821,880元票,880,售罄,无响应,
2026-06-06 13:39:29,295821,780元票,780,售罄,无响应,
2026-06-06 13:39:29,295821,580元票,580,售罄,无响应,
2026-06-06 13:39:29,295821,480元票,480,售罄,无响应,
2026-06-06 13:39:29,295821,380元票,380,售罄,无响应,
2026-06-06 13:39:29,295821,280元票,280,售罄,无响应,
2026-06-06 13:39:34,295821,880元票,880,售罄,无响应,
2026-06-06 13:39:34,295821,780元票,780,售罄,无响应,
2026-06-06 13:39:34,295821,580元票,580,售罄,无响应,
2026-06-06 13:39:34,295821,480元票,480,售罄,无响应,
2026-06-06 13:39:34,295821,380元票,380,售罄,无响应,
2026-06-06 13:39:34,295821,280元票,280,售罄,无响应,
2026-06-06 13:39:40,295821,880元票,880,售罄,无响应,
2026-06-06 13:39:40,295821,780元票,780,售罄,无响应,
2026-06-06 13:39:40,295821,580元票,580,售罄,无响应,
2026-06-06 13:39:40,295821,480元票,480,售罄,无响应,
2026-06-06 13:39:40,295821,380元票,380,售罄,无响应,
2026-06-06 13:39:40,295821,280元票,280,售罄,无响应,
2026-06-06 13:39:45,295821,880元票,880,售罄,无响应,
2026-06-06 13:39:45,295821,780元票,780,售罄,无响应,
2026-06-06 13:39:45,295821,580元票,580,售罄,无响应,
2026-06-06 13:39:45,295821,480元票,480,售罄,无响应,
2026-06-06 13:39:45,295821,380元票,380,售罄,无响应,
2026-06-06 13:39:45,295821,280元票,280,售罄,无响应,
2026-06-06 13:39:49,295821,880元票,880,售罄,无响应,
2026-06-06 13:39:49,295821,780元票,780,售罄,无响应,
2026-06-06 13:39:49,295821,580元票,580,售罄,无响应,
2026-06-06 13:39:49,295821,480元票,480,售罄,无响应,
2026-06-06 13:39:49,295821,380元票,380,售罄,无响应,
2026-06-06 13:39:49,295821,280元票,280,售罄,无响应,
2026-06-06 13:39:54,295821,880元票,880,售罄,无响应,
2026-06-06 13:39:54,295821,780元票,780,售罄,无响应,
2026-06-06 13:39:54,295821,580元票,580,售罄,无响应,
2026-06-06 13:39:54,295821,480元票,480,售罄,无响应,
2026-06-06 13:39:54,295821,380元票,380,售罄,无响应,
2026-06-06 13:39:54,295821,280元票,280,售罄,无响应,
2026-06-06 13:39:58,295821,880元票,880,售罄,无响应,
2026-06-06 13:39:58,295821,780元票,780,售罄,无响应,
2026-06-06 13:39:58,295821,580元票,580,售罄,无响应,
2026-06-06 13:39:58,295821,480元票,480,售罄,无响应,
2026-06-06 13:39:58,295821,380元票,380,售罄,无响应,
2026-06-06 13:39:58,295821,280元票,280,售罄,无响应,
2026-06-06 13:40:02,295821,880元票,880,售罄,无响应,
2026-06-06 13:40:02,295821,780元票,780,售罄,无响应,
2026-06-06 13:40:02,295821,580元票,580,售罄,无响应,
2026-06-06 13:40:02,295821,480元票,480,售罄,无响应,
2026-06-06 13:40:02,295821,380元票,380,售罄,无响应,
2026-06-06 13:40:02,295821,280元票,280,售罄,无响应,
2026-06-06 13:40:07,295821,880元票,880,售罄,无响应,
2026-06-06 13:40:07,295821,780元票,780,售罄,无响应,
2026-06-06 13:40:07,295821,580元票,580,售罄,无响应,
2026-06-06 13:40:07,295821,480元票,480,售罄,无响应,
2026-06-06 13:40:07,295821,380元票,380,售罄,无响应,
2026-06-06 13:40:07,295821,280元票,280,售罄,无响应,
2026-06-06 13:40:12,295821,880元票,880,售罄,无响应,
2026-06-06 13:40:12,295821,780元票,780,售罄,无响应,
2026-06-06 13:40:12,295821,580元票,580,售罄,无响应,
2026-06-06 13:40:12,295821,480元票,480,售罄,无响应,
2026-06-06 13:40:12,295821,380元票,380,售罄,无响应,
2026-06-06 13:40:12,295821,280元票,280,售罄,无响应,
2026-06-06 13:40:16,295821,880元票,880,售罄,无响应,
2026-06-06 13:40:16,295821,780元票,780,售罄,无响应,
2026-06-06 13:40:16,295821,580元票,580,售罄,无响应,
2026-06-06 13:40:16,295821,480元票,480,售罄,无响应,
2026-06-06 13:40:16,295821,380元票,380,售罄,无响应,
2026-06-06 13:40:16,295821,280元票,280,售罄,无响应,
2026-06-06 13:40:20,295821,880元票,880,售罄,无响应,
2026-06-06 13:40:20,295821,780元票,780,售罄,无响应,
2026-06-06 13:40:20,295821,580元票,580,售罄,无响应,
2026-06-06 13:40:20,295821,480元票,480,售罄,无响应,
2026-06-06 13:40:20,295821,380元票,380,售罄,无响应,
2026-06-06 13:40:20,295821,280元票,280,售罄,无响应,
2026-06-06 13:40:25,295821,880元票,880,售罄,无响应,
2026-06-06 13:40:25,295821,780元票,780,售罄,无响应,
2026-06-06 13:40:25,295821,580元票,580,售罄,无响应,
2026-06-06 13:40:25,295821,480元票,480,售罄,无响应,
2026-06-06 13:40:25,295821,380元票,380,售罄,无响应,
2026-06-06 13:40:25,295821,280元票,280,售罄,无响应,
2026-06-06 13:40:29,295821,880元票,880,售罄,无响应,
2026-06-06 13:40:29,295821,780元票,780,售罄,无响应,
2026-06-06 13:40:29,295821,580元票,580,售罄,无响应,
2026-06-06 13:40:29,295821,480元票,480,售罄,无响应,
2026-06-06 13:40:29,295821,380元票,380,售罄,无响应,
2026-06-06 13:40:29,295821,280元票,280,售罄,无响应,
2026-06-06 13:40:33,295821,880元票,880,售罄,无响应,
2026-06-06 13:40:33,295821,780元票,780,售罄,无响应,
2026-06-06 13:40:33,295821,580元票,580,售罄,无响应,
2026-06-06 13:40:33,295821,480元票,480,售罄,无响应,
2026-06-06 13:40:33,295821,380元票,380,售罄,无响应,
2026-06-06 13:40:33,295821,280元票,280,售罄,无响应,
2026-06-06 13:40:38,295821,880元票,880,售罄,无响应,
2026-06-06 13:40:38,295821,780元票,780,售罄,无响应,
2026-06-06 13:40:38,295821,580元票,580,售罄,无响应,
2026-06-06 13:40:38,295821,480元票,480,售罄,无响应,
2026-06-06 13:40:38,295821,380元票,380,售罄,无响应,
2026-06-06 13:40:38,295821,280元票,280,售罄,无响应,
2026-06-06 13:40:42,295821,880元票,880,售罄,无响应,
2026-06-06 13:40:42,295821,780元票,780,售罄,无响应,
2026-06-06 13:40:42,295821,580元票,580,售罄,无响应,
2026-06-06 13:40:42,295821,480元票,480,售罄,无响应,
2026-06-06 13:40:42,295821,380元票,380,售罄,无响应,
2026-06-06 13:40:42,295821,280元票,280,售罄,无响应,
2026-06-06 13:40:46,295821,880元票,880,售罄,无响应,
2026-06-06 13:40:46,295821,780元票,780,售罄,无响应,
2026-06-06 13:40:46,295821,580元票,580,售罄,无响应,
2026-06-06 13:40:46,295821,480元票,480,售罄,无响应,
2026-06-06 13:40:46,295821,380元票,380,售罄,无响应,
2026-06-06 13:40:46,295821,280元票,280,售罄,无响应,
2026-06-06 13:40:51,295821,880元票,880,售罄,无响应,
2026-06-06 13:40:51,295821,780元票,780,售罄,无响应,
2026-06-06 13:40:51,295821,580元票,580,售罄,无响应,
2026-06-06 13:40:51,295821,480元票,480,售罄,无响应,
2026-06-06 13:40:51,295821,380元票,380,售罄,无响应,
2026-06-06 13:40:51,295821,280元票,280,售罄,无响应,
2026-06-06 13:40:55,295821,880元票,880,售罄,无响应,
2026-06-06 13:40:55,295821,780元票,780,售罄,无响应,
2026-06-06 13:40:55,295821,580元票,580,售罄,无响应,
2026-06-06 13:40:55,295821,480元票,480,售罄,无响应,
2026-06-06 13:40:55,295821,380元票,380,售罄,无响应,
2026-06-06 13:40:55,295821,280元票,280,售罄,无响应,
